Date,Store ID,Product ID,Nivel Inventario,Unidades Vendidas,Temporada,Demanda Historica,Demanda Modelo,Residuo Modelo,Error Absoluto Modelo,Error Cuadratico Modelo,agotamiento_real,agotamiento_modelo,Residuo Historico,Error Absoluto Historico,Error Cuadratico Historico,agotamiento_historico
2023-03-20,S005,P0003,170,43,Autumn,34.07,29.45,13.55,13.55,183.61,False,False,8.93,8.93,79.74,False
2023-03-21,S005,P0003,323,155,Spring,163.1,159.16,-4.16,4.16,17.3,False,False,-8.1,8.1,65.61,False
2023-03-22,S005,P0003,416,111,Autumn,124.61,119.03,-8.03,8.03,64.43,False,False,-13.61,13.61,185.23,False
2023-03-23,S005,P0003,374,202,Autumn,194.17,187.7,14.3,14.3,204.52,False,False,7.83,7.83,61.31,False
2023-03-24,S005,P0003,393,44,Spring,59.87,56.6,-12.6,12.6,158.65,False,False,-15.87,15.87,251.86,False
2023-03-25,S005,P0003,325,261,Autumn,260.53,256.51,4.49,4.49,20.19,False,False,0.47,0.47,0.22,False
2023-03-26,S005,P0003,403,140,Autumn,152.88,148.66,-8.66,8.66,75.05,False,False,-12.88,12.88,165.89,False
2023-03-27,S005,P0003,244,205,Spring,207.17,200.52,4.48,4.48,20.09,False,False,-2.17,2.17,4.71,False
2023-03-28,S005,P0003,496,294,Winter,313.56,307.83,-13.83,13.83,191.14,False,False,-19.56,19.56,382.59,False
2023-03-29,S005,P0003,186,161,Autumn,160.18,153.34,7.66,7.66,58.64,False,False,0.82,0.82,0.67,False
2023-03-30,S005,P0003,186,12,Summer,10.1,10.14,1.86,1.86,3.47,False,False,1.9,1.9,3.61,False
2023-03-31,S005,P0003,477,158,Spring,159.84,154.45,3.55,3.55,12.63,False,False,-1.84,1.84,3.39,False
2023-04-01,S005,P0003,352,284,Winter,296.15,291.88,-7.88,7.88,62.04,False,False,-12.15,12.15,147.62,False
2023-04-02,S005,P0003,355,8,Winter,8.88,8.8,-0.8,0.8,0.63,False,False,-0.88,0.88,0.77,False
2023-04-03,S005,P0003,86,66,Spring,68.31,63.18,2.82,2.82,7.93,False,False,-2.31,2.31,5.34,False
2023-04-04,S005,P0003,344,107,Summer,109.61,105.53,1.47,1.47,2.16,False,False,-2.61,2.61,6.81,False
2023-04-05,S005,P0003,473,155,Winter,156.59,150.82,4.18,4.18,17.47,False,False,-1.59,1.59,2.53,False
2023-04-06,S005,P0003,77,68,Winter,72.97,64.83,3.17,3.17,10.07,False,False,-4.97,4.97,24.7,False
2023-04-07,S005,P0003,418,182,Autumn,199.34,192.29,-10.29,10.29,105.97,False,False,-17.34,17.34,300.68,False
2023-04-08,S005,P0003,67,67,Spring,64.2,56.99,10.01,10.01,100.18,False,False,2.8,2.8,7.84,False
2023-04-09,S005,P0003,271,74,Summer,80.74,73.71,0.29,0.29,0.08,False,False,-6.74,6.74,45.43,False
2023-04-10,S005,P0003,326,46,Summer,65.91,61.57,-15.57,15.57,242.36,False,False,-19.91,19.91,396.41,False
2023-04-11,S005,P0003,455,329,Summer,337.77,334.43,-5.43,5.43,29.45,False,False,-8.77,8.77,76.91,False
2023-04-12,S005,P0003,140,31,Spring,31.94,27.96,3.04,3.04,9.26,False,False,-0.94,0.94,0.88,False
2023-04-13,S005,P0003,144,92,Spring,105.76,98.93,-6.93,6.93,47.98,False,False,-13.76,13.76,189.34,False
2023-04-14,S005,P0003,241,49,Spring,53.1,47.83,1.17,1.17,1.38,False,False,-4.1,4.1,16.81,False
2023-04-15,S005,P0003,272,113,Autumn,117.34,112.06,0.94,0.94,0.89,False,False,-4.34,4.34,18.84,False
2023-04-16,S005,P0003,416,349,Winter,341.02,337.25,11.75,11.75,138.04,False,False,7.98,7.98,63.68,False
2023-04-17,S005,P0003,296,2,Autumn,7.9,9.85,-7.85,7.85,61.67,False,False,-5.9,5.9,34.81,False
2023-04-18,S005,P0003,381,141,Winter,137.05,132.91,8.09,8.09,65.38,False,False,3.95,3.95,15.6,False
2023-04-19,S005,P0003,316,181,Autumn,187.39,184.09,-3.09,3.09,9.55,False,False,-6.39,6.39,40.83,False
2023-04-20,S005,P0003,131,103,Autumn,118.44,110.38,-7.38,7.38,54.4,False,False,-15.44,15.44,238.39,False
2023-04-21,S005,P0003,289,68,Winter,65.93,60.61,7.39,7.39,54.65,False,False,2.07,2.07,4.28,False
2023-04-22,S005,P0003,392,349,Autumn,365.65,362.83,-13.83,13.83,191.38,False,False,-16.65,16.65,277.22,False
2023-04-23,S005,P0003,336,285,Summer,292.68,287.98,-2.98,2.98,8.87,False,False,-7.68,7.68,58.98,False
2023-04-24,S005,P0003,225,106,Summer,108.52,104.21,1.79,1.79,3.21,False,False,-2.52,2.52,6.35,False
2023-04-25,S005,P0003,492,8,Spring,12.25,13.05,-5.05,5.05,25.48,False,False,-4.25,4.25,18.06,False
2023-04-26,S005,P0003,130,19,Summer,26.73,20.92,-1.92,1.92,3.7,False,False,-7.73,7.73,59.75,False
2023-04-27,S005,P0003,449,373,Spring,381.09,376.95,-3.95,3.95,15.63,False,False,-8.09,8.09,65.45,False
2023-04-28,S005,P0003,61,43,Autumn,46.35,40.28,2.72,2.72,7.37,False,False,-3.35,3.35,11.22,False
2023-04-29,S005,P0003,77,30,Autumn,22.85,18.81,11.19,11.19,125.13,False,False,7.15,7.15,51.12,False
2023-04-30,S005,P0003,106,44,Spring,39.3,35.15,8.85,8.85,78.34,False,False,4.7,4.7,22.09,False
2023-05-01,S005,P0003,122,95,Summer,87.86,81.92,13.08,13.08,170.99,False,False,7.14,7.14,50.98,False
2023-05-02,S005,P0003,80,19,Autumn,28.56,22.82,-3.82,3.82,14.59,False,False,-9.56,9.56,91.39,False
2023-05-03,S005,P0003,480,325,Winter,339.11,332.86,-7.86,7.86,61.81,False,False,-14.11,14.11,199.09,False
2023-05-04,S005,P0003,316,38,Autumn,44.81,40.3,-2.3,2.3,5.28,False,False,-6.81,6.81,46.38,False
2023-05-05,S005,P0003,129,3,Winter,6.71,7.44,-4.44,4.44,19.69,False,False,-3.71,3.71,13.76,False
2023-05-06,S005,P0003,326,145,Autumn,154.54,149.63,-4.63,4.63,21.42,False,False,-9.54,9.54,91.01,False
2023-05-07,S005,P0003,50,11,Spring,4.09,5.78,5.22,5.22,27.28,False,False,6.91,6.91,47.75,False
2023-05-08,S005,P0003,179,118,Autumn,124.55,118.75,-0.75,0.75,0.56,False,False,-6.55,6.55,42.9,False
2023-05-09,S005,P0003,381,154,Summer,166.14,164.5,-10.5,10.5,110.17,False,False,-12.14,12.14,147.38,False
2023-05-10,S005,P0003,417,401,Winter,397.04,394.0,7.0,7.0,48.96,False,False,3.96,3.96,15.68,False
2023-05-11,S005,P0003,262,180,Spring,182.53,177.3,2.7,2.7,7.31,False,False,-2.53,2.53,6.4,False
2023-05-12,S005,P0003,210,0,Summer,5.42,8.36,-8.36,8.36,69.95,False,False,-5.42,5.42,29.38,False
2023-05-13,S005,P0003,208,101,Spring,94.66,89.64,11.36,11.36,128.97,False,False,6.34,6.34,40.2,False
2023-05-14,S005,P0003,203,9,Autumn,7.26,8.61,0.39,0.39,0.15,False,False,1.74,1.74,3.03,False
2023-05-15,S005,P0003,341,332,Spring,345.37,331.17,0.83,0.83,0.69,False,False,-13.37,13.37,178.76,True
2023-05-16,S005,P0003,277,62,Summer,61.82,57.9,4.1,4.1,16.77,False,False,0.18,0.18,0.03,False
2023-05-17,S005,P0003,176,3,Autumn,11.11,11.44,-8.44,8.44,71.26,False,False,-8.11,8.11,65.77,False
2023-05-18,S005,P0003,321,188,Spring,195.58,192.82,-4.82,4.82,23.2,False,False,-7.58,7.58,57.46,False
2023-05-19,S005,P0003,354,147,Spring,157.87,152.23,-5.23,5.23,27.35,False,False,-10.87,10.87,118.16,False
2023-05-20,S005,P0003,186,120,Autumn,110.8,106.38,13.62,13.62,185.6,False,False,9.2,9.2,84.64,False
2023-05-21,S005,P0003,263,139,Spring,138.5,132.03,6.97,6.97,48.52,False,False,0.5,0.5,0.25,False
2023-05-22,S005,P0003,401,319,Autumn,329.7,326.7,-7.7,7.7,59.31,False,False,-10.7,10.7,114.49,False
2023-05-23,S005,P0003,198,89,Spring,93.25,86.49,2.51,2.51,6.32,False,False,-4.25,4.25,18.06,False
2023-05-24,S005,P0003,382,71,Winter,62.67,58.26,12.74,12.74,162.22,False,False,8.33,8.33,69.39,False
2023-05-25,S005,P0003,379,108,Spring,109.4,105.51,2.49,2.49,6.2,False,False,-1.4,1.4,1.96,False
2023-05-26,S005,P0003,125,6,Winter,24.04,18.85,-12.85,12.85,165.21,False,False,-18.04,18.04,325.44,False
2023-05-27,S005,P0003,273,135,Autumn,131.71,127.52,7.48,7.48,56.0,False,False,3.29,3.29,10.82,False
2023-05-28,S005,P0003,88,61,Winter,64.2,58.94,2.06,2.06,4.25,False,False,-3.2,3.2,10.24,False
2023-05-29,S005,P0003,346,221,Summer,224.12,219.72,1.28,1.28,1.64,False,False,-3.12,3.12,9.73,False
2023-05-30,S005,P0003,321,7,Autumn,-1.27,5.03,1.97,1.97,3.89,False,False,8.27,8.27,68.39,False
2023-05-31,S005,P0003,161,58,Spring,72.79,68.45,-10.45,10.45,109.3,False,False,-14.79,14.79,218.74,False
2023-06-01,S005,P0003,284,245,Autumn,239.75,233.71,11.29,11.29,127.35,False,False,5.25,5.25,27.56,False
2023-06-02,S005,P0003,263,17,Spring,33.19,26.95,-9.95,9.95,99.07,False,False,-16.19,16.19,262.12,False
2023-06-03,S005,P0003,466,139,Summer,135.46,130.01,8.99,8.99,80.8,False,False,3.54,3.54,12.53,False
2023-06-04,S005,P0003,86,58,Spring,48.3,43.78,14.22,14.22,202.27,False,False,9.7,9.7,94.09,False
2023-06-05,S005,P0003,136,28,Spring,22.07,15.8,12.2,12.2,148.86,False,False,5.93,5.93,35.16,False
2023-06-06,S005,P0003,277,58,Spring,59.67,55.53,2.47,2.47,6.1,False,False,-1.67,1.67,2.79,False
2023-06-07,S005,P0003,115,63,Autumn,73.88,68.51,-5.51,5.51,30.32,False,False,-10.88,10.88,118.37,False
2023-06-08,S005,P0003,463,370,Winter,388.29,382.62,-12.62,12.62,159.23,False,False,-18.29,18.29,334.52,False
2023-06-09,S005,P0003,387,249,Spring,251.74,245.64,3.36,3.36,11.27,False,False,-2.74,2.74,7.51,False
2023-06-10,S005,P0003,397,106,Summer,106.74,103.12,2.88,2.88,8.31,False,False,-0.74,0.74,0.55,False
2023-06-11,S005,P0003,449,301,Autumn,313.73,309.42,-8.42,8.42,70.86,False,False,-12.73,12.73,162.05,False
2023-06-12,S005,P0003,476,232,Summer,250.46,245.32,-13.32,13.32,177.49,False,False,-18.46,18.46,340.77,False
2023-06-13,S005,P0003,325,22,Spring,14.34,13.02,8.98,8.98,80.61,False,False,7.66,7.66,58.68,False
2023-06-14,S005,P0003,207,75,Summer,84.46,78.83,-3.83,3.83,14.68,False,False,-9.46,9.46,89.49,False
2023-06-15,S005,P0003,150,22,Summer,27.43,22.85,-0.85,0.85,0.72,False,False,-5.43,5.43,29.48,False
2023-06-16,S005,P0003,256,42,Summer,48.5,43.2,-1.2,1.2,1.44,False,False,-6.5,6.5,42.25,False
2023-06-17,S005,P0003,354,169,Spring,177.83,170.5,-1.5,1.5,2.25,False,False,-8.83,8.83,77.97,False
2023-06-18,S005,P0003,53,17,Summer,8.6,7.52,9.48,9.48,89.94,False,False,8.4,8.4,70.56,False
2023-06-19,S005,P0003,397,328,Autumn,335.23,331.66,-3.66,3.66,13.39,False,False,-7.23,7.23,52.27,False
2023-06-20,S005,P0003,274,174,Summer,175.27,170.75,3.25,3.25,10.55,False,False,-1.27,1.27,1.61,False
2023-06-21,S005,P0003,134,67,Winter,73.51,68.97,-1.97,1.97,3.89,False,False,-6.51,6.51,42.38,False
2023-06-22,S005,P0003,343,56,Autumn,64.17,61.41,-5.41,5.41,29.27,False,False,-8.17,8.17,66.75,False
2023-06-23,S005,P0003,316,131,Summer,143.83,137.11,-6.11,6.11,37.28,False,False,-12.83,12.83,164.61,False
2023-06-24,S005,P0003,454,179,Summer,195.16,188.52,-9.52,9.52,90.65,False,False,-16.16,16.16,261.15,False
2023-06-25,S005,P0003,415,1,Autumn,2.55,7.9,-6.9,6.9,47.67,False,False,-1.55,1.55,2.4,False
2023-06-26,S005,P0003,337,62,Spring,79.15,74.08,-12.08,12.08,145.84,False,False,-17.15,17.15,294.12,False
2023-06-27,S005,P0003,474,471,Autumn,468.57,466.51,4.49,4.49,20.2,False,False,2.43,2.43,5.9,False
2023-06-28,S005,P0003,423,397,Winter,411.11,401.04,-4.04,4.04,16.35,False,False,-14.11,14.11,199.09,False
2023-06-29,S005,P0003,422,301,Autumn,314.73,309.06,-8.06,8.06,64.94,False,False,-13.73,13.73,188.51,False
2023-06-30,S005,P0003,459,385,Autumn,387.15,380.73,4.27,4.27,18.23,False,False,-2.15,2.15,4.62,False
2023-07-01,S005,P0003,412,338,Autumn,336.67,332.82,5.18,5.18,26.86,False,False,1.33,1.33,1.77,False
2023-07-02,S005,P0003,153,34,Summer,26.84,21.81,12.19,12.19,148.71,False,False,7.16,7.16,51.27,False
2023-07-03,S005,P0003,56,20,Spring,38.82,33.79,-13.79,13.79,190.1,False,False,-18.82,18.82,354.19,False
2023-07-04,S005,P0003,370,358,Spring,373.81,362.19,-4.19,4.19,17.53,False,False,-15.81,15.81,249.96,True
2023-07-05,S005,P0003,241,132,Spring,123.39,117.75,14.25,14.25,203.13,False,False,8.61,8.61,74.13,False
2023-07-06,S005,P0003,423,156,Summer,156.82,150.79,5.21,5.21,27.1,False,False,-0.82,0.82,0.67,False
2023-07-07,S005,P0003,84,49,Autumn,64.51,59.89,-10.89,10.89,118.51,False,False,-15.51,15.51,240.56,False
2023-07-08,S005,P0003,482,138,Spring,157.4,153.76,-15.76,15.76,248.29,False,False,-19.4,19.4,376.36,False
2023-07-09,S005,P0003,318,125,Spring,133.19,127.25,-2.25,2.25,5.07,False,False,-8.19,8.19,67.08,False
2023-07-10,S005,P0003,410,337,Winter,337.31,334.28,2.72,2.72,7.38,False,False,-0.31,0.31,0.1,False
2023-07-11,S005,P0003,240,21,Summer,37.8,32.43,-11.43,11.43,130.71,False,False,-16.8,16.8,282.24,False
2023-07-12,S005,P0003,462,413,Summer,430.04,422.52,-9.52,9.52,90.69,False,False,-17.04,17.04,290.36,False
2023-07-13,S005,P0003,434,300,Spring,306.42,305.45,-5.45,5.45,29.74,False,False,-6.42,6.42,41.22,False
2023-07-14,S005,P0003,366,97,Winter,115.14,109.9,-12.9,12.9,166.29,False,False,-18.14,18.14,329.06,False
2023-07-15,S005,P0003,384,210,Summer,206.91,201.15,8.85,8.85,78.32,False,False,3.09,3.09,9.55,False
2023-07-16,S005,P0003,420,238,Autumn,256.15,247.02,-9.02,9.02,81.3,False,False,-18.15,18.15,329.42,False
2023-07-17,S005,P0003,61,47,Spring,37.06,30.87,16.13,16.13,260.06,False,False,9.94,9.94,98.8,False
2023-07-18,S005,P0003,143,29,Autumn,43.45,35.8,-6.8,6.8,46.23,False,False,-14.45,14.45,208.8,False
2023-07-19,S005,P0003,240,45,Spring,38.27,31.45,13.55,13.55,183.57,False,False,6.73,6.73,45.29,False
2023-07-20,S005,P0003,343,178,Spring,193.38,187.21,-9.21,9.21,84.77,False,False,-15.38,15.38,236.54,False
2023-07-21,S005,P0003,201,46,Summer,62.12,57.96,-11.96,11.96,143.11,False,False,-16.12,16.12,259.85,False
2023-07-22,S005,P0003,429,237,Winter,253.6,249.52,-12.52,12.52,156.8,False,False,-16.6,16.6,275.56,False
2023-07-23,S005,P0003,305,118,Summer,133.68,128.27,-10.27,10.27,105.51,False,False,-15.68,15.68,245.86,False
2023-07-24,S005,P0003,381,228,Winter,244.51,238.71,-10.71,10.71,114.66,False,False,-16.51,16.51,272.58,False
2023-07-25,S005,P0003,279,59,Autumn,55.15,49.12,9.88,9.88,97.71,False,False,3.85,3.85,14.82,False
2023-07-26,S005,P0003,197,134,Autumn,142.89,138.96,-4.96,4.96,24.56,False,False,-8.89,8.89,79.03,False
2023-07-27,S005,P0003,170,7,Summer,25.18,20.97,-13.97,13.97,195.1,False,False,-18.18,18.18,330.51,False
2023-07-28,S005,P0003,381,270,Winter,276.27,269.16,0.84,0.84,0.71,False,False,-6.27,6.27,39.31,False
2023-07-29,S005,P0003,248,184,Winter,193.0,185.65,-1.65,1.65,2.73,False,False,-9.0,9.0,81.0,False
2023-07-30,S005,P0003,360,167,Winter,173.8,169.32,-2.32,2.32,5.39,False,False,-6.8,6.8,46.24,False
2023-07-31,S005,P0003,316,129,Autumn,123.59,117.5,11.5,11.5,132.21,False,False,5.41,5.41,29.27,False
2023-08-01,S005,P0003,363,260,Autumn,271.74,266.86,-6.86,6.86,47.03,False,False,-11.74,11.74,137.83,False
2023-08-02,S005,P0003,324,177,Summer,177.04,169.0,8.0,8.0,63.96,False,False,-0.04,0.04,0.0,False
2023-08-03,S005,P0003,440,20,Spring,24.13,18.18,1.82,1.82,3.31,False,False,-4.13,4.13,17.06,False
2023-08-04,S005,P0003,317,300,Spring,299.4,292.5,7.5,7.5,56.23,False,False,0.6,0.6,0.36,False
2023-08-05,S005,P0003,50,8,Autumn,10.73,8.68,-0.68,0.68,0.46,False,False,-2.73,2.73,7.45,False
2023-08-06,S005,P0003,58,11,Summer,28.13,21.76,-10.76,10.76,115.78,False,False,-17.13,17.13,293.44,False
2023-08-07,S005,P0003,430,89,Autumn,90.98,87.74,1.26,1.26,1.59,False,False,-1.98,1.98,3.92,False
2023-08-08,S005,P0003,271,199,Winter,190.98,187.55,11.45,11.45,131.04,False,False,8.02,8.02,64.32,False
2023-08-09,S005,P0003,132,18,Winter,33.38,28.07,-10.07,10.07,101.48,False,False,-15.38,15.38,236.54,False
2023-08-10,S005,P0003,499,459,Winter,455.04,452.11,6.89,6.89,47.49,False,False,3.96,3.96,15.68,False
2023-08-11,S005,P0003,221,95,Autumn,86.34,82.35,12.65,12.65,159.94,False,False,8.66,8.66,75.0,False
2023-08-12,S005,P0003,381,70,Winter,83.94,80.83,-10.83,10.83,117.2,False,False,-13.94,13.94,194.32,False
2023-08-13,S005,P0003,361,359,Spring,364.13,351.43,7.57,7.57,57.24,False,False,-5.13,5.13,26.32,True
2023-08-14,S005,P0003,89,83,Autumn,85.52,75.95,7.05,7.05,49.73,False,False,-2.52,2.52,6.35,False
2023-08-15,S005,P0003,262,136,Summer,153.89,148.44,-12.44,12.44,154.87,False,False,-17.89,17.89,320.05,False
2023-08-16,S005,P0003,477,163,Summer,179.46,174.51,-11.51,11.51,132.54,False,False,-16.46,16.46,270.93,False
2023-08-17,S005,P0003,203,201,Autumn,199.58,190.01,10.99,10.99,120.77,False,False,1.42,1.42,2.02,False
2023-08-18,S005,P0003,357,106,Summer,112.18,108.91,-2.91,2.91,8.49,False,False,-6.18,6.18,38.19,False
2023-08-19,S005,P0003,99,56,Summer,47.32,42.16,13.84,13.84,191.6,False,False,8.68,8.68,75.34,False
2023-08-20,S005,P0003,340,145,Spring,154.4,148.23,-3.23,3.23,10.41,False,False,-9.4,9.4,88.36,False
2023-08-21,S005,P0003,77,44,Autumn,36.43,31.41,12.59,12.59,158.49,False,False,7.57,7.57,57.3,False
2023-08-22,S005,P0003,269,42,Spring,57.26,51.14,-9.14,9.14,83.56,False,False,-15.26,15.26,232.87,False
2023-08-23,S005,P0003,156,65,Summer,73.26,68.73,-3.73,3.73,13.92,False,False,-8.26,8.26,68.23,False
2023-08-24,S005,P0003,430,281,Spring,287.98,284.51,-3.51,3.51,12.29,False,False,-6.98,6.98,48.72,False
2023-08-25,S005,P0003,383,66,Winter,72.26,67.31,-1.31,1.31,1.72,False,False,-6.26,6.26,39.19,False
2023-08-26,S005,P0003,168,155,Spring,172.21,162.93,-7.93,7.93,62.96,False,False,-17.21,17.21,296.18,True
2023-08-27,S005,P0003,151,119,Winter,136.94,130.26,-11.26,11.26,126.83,False,False,-17.94,17.94,321.84,False
2023-08-28,S005,P0003,333,100,Autumn,114.58,108.76,-8.76,8.76,76.73,False,False,-14.58,14.58,212.58,False
2023-08-29,S005,P0003,104,18,Summer,20.75,15.36,2.64,2.64,6.96,False,False,-2.75,2.75,7.56,False
2023-08-30,S005,P0003,54,24,Winter,41.17,33.99,-9.99,9.99,99.81,False,False,-17.17,17.17,294.81,False
2023-08-31,S005,P0003,361,49,Spring,67.6,62.58,-13.58,13.58,184.34,False,False,-18.6,18.6,345.96,False
2023-09-01,S005,P0003,197,3,Spring,7.97,9.65,-6.65,6.65,44.21,False,False,-4.97,4.97,24.7,False
2023-09-02,S005,P0003,475,375,Winter,392.36,386.35,-11.35,11.35,128.8,False,False,-17.36,17.36,301.37,False
2023-09-03,S005,P0003,70,12,Autumn,24.34,18.25,-6.25,6.25,39.1,False,False,-12.34,12.34,152.28,False
2023-09-04,S005,P0003,354,36,Summer,41.5,37.89,-1.89,1.89,3.58,False,False,-5.5,5.5,30.25,False
2023-09-05,S005,P0003,309,61,Summer,66.46,61.52,-0.52,0.52,0.27,False,False,-5.46,5.46,29.81,False
2023-09-06,S005,P0003,179,33,Summer,48.57,42.7,-9.7,9.7,94.15,False,False,-15.57,15.57,242.42,False
2023-09-07,S005,P0003,499,165,Spring,174.66,171.46,-6.46,6.46,41.74,False,False,-9.66,9.66,93.32,False
2023-09-08,S005,P0003,420,106,Spring,106.31,102.02,3.98,3.98,15.85,False,False,-0.31,0.31,0.1,False
2023-09-09,S005,P0003,156,131,Winter,121.26,115.17,15.83,15.83,250.52,False,False,9.74,9.74,94.87,False
2023-09-10,S005,P0003,274,182,Winter,182.32,177.11,4.89,4.89,23.9,False,False,-0.32,0.32,0.1,False
2023-09-11,S005,P0003,259,90,Winter,94.97,90.76,-0.76,0.76,0.58,False,False,-4.97,4.97,24.7,False
2023-09-12,S005,P0003,174,19,Spring,18.39,13.68,5.32,5.32,28.26,False,False,0.61,0.61,0.37,False
2023-09-13,S005,P0003,246,220,Autumn,234.69,225.31,-5.31,5.31,28.22,False,False,-14.69,14.69,215.8,False
2023-09-14,S005,P0003,322,200,Summer,213.94,208.48,-8.48,8.48,71.85,False,False,-13.94,13.94,194.32,False
2023-09-15,S005,P0003,337,135,Winter,141.48,135.91,-0.91,0.91,0.83,False,False,-6.48,6.48,41.99,False
2023-09-16,S005,P0003,155,96,Winter,91.38,87.9,8.1,8.1,65.57,False,False,4.62,4.62,21.34,False
2023-09-17,S005,P0003,151,101,Spring,112.35,106.3,-5.3,5.3,28.09,False,False,-11.35,11.35,128.82,False
2023-09-18,S005,P0003,344,50,Spring,54.19,48.53,1.47,1.47,2.16,False,False,-4.19,4.19,17.56,False
2023-09-19,S005,P0003,336,257,Spring,256.1,250.3,6.7,6.7,44.89,False,False,0.9,0.9,0.81,False
2023-09-20,S005,P0003,78,74,Autumn,86.69,75.75,-1.75,1.75,3.06,False,False,-12.69,12.69,161.04,True
2023-09-21,S005,P0003,321,271,Autumn,270.13,263.32,7.68,7.68,59.02,False,False,0.87,0.87,0.76,False
2023-09-22,S005,P0003,165,79,Winter,95.24,91.0,-12.0,12.0,144.01,False,False,-16.24,16.24,263.74,False
2023-09-23,S005,P0003,463,415,Winter,419.01,412.52,2.48,2.48,6.16,False,False,-4.01,4.01,16.08,False
2023-09-24,S005,P0003,458,368,Autumn,366.79,361.34,6.66,6.66,44.4,False,False,1.21,1.21,1.46,False
2023-09-25,S005,P0003,400,274,Summer,264.11,257.05,16.95,16.95,287.29,False,False,9.89,9.89,97.81,False
2023-09-26,S005,P0003,380,61,Winter,64.0,58.61,2.39,2.39,5.72,False,False,-3.0,3.0,9.0,False
2023-09-27,S005,P0003,442,290,Autumn,307.71,301.35,-11.35,11.35,128.9,False,False,-17.71,17.71,313.64,False
2023-09-28,S005,P0003,305,84,Summer,90.79,85.13,-1.13,1.13,1.27,False,False,-6.79,6.79,46.1,False
2023-09-29,S005,P0003,394,300,Autumn,313.82,309.14,-9.14,9.14,83.52,False,False,-13.82,13.82,190.99,False
2023-09-30,S005,P0003,257,174,Autumn,184.74,180.25,-6.25,6.25,39.09,False,False,-10.74,10.74,115.35,False
2023-10-01,S005,P0003,204,171,Autumn,176.4,168.95,2.05,2.05,4.2,False,False,-5.4,5.4,29.16,False
2023-10-02,S005,P0003,372,233,Autumn,226.16,219.36,13.64,13.64,186.0,False,False,6.84,6.84,46.79,False
2023-10-03,S005,P0003,188,7,Spring,7.59,9.21,-2.21,2.21,4.87,False,False,-0.59,0.59,0.35,False
2023-10-04,S005,P0003,131,98,Spring,100.18,94.56,3.44,3.44,11.82,False,False,-2.18,2.18,4.75,False
2023-10-05,S005,P0003,157,110,Summer,105.11,98.15,11.85,11.85,140.38,False,False,4.89,4.89,23.91,False
2023-10-06,S005,P0003,418,400,Spring,412.12,400.87,-0.87,0.87,0.75,False,False,-12.12,12.12,146.89,False
2023-10-07,S005,P0003,497,395,Autumn,390.59,385.33,9.67,9.67,93.57,False,False,4.41,4.41,19.45,False
2023-10-08,S005,P0003,487,467,Winter,475.68,468.92,-1.92,1.92,3.7,False,False,-8.68,8.68,75.34,False
2023-10-09,S005,P0003,438,428,Winter,427.03,417.74,10.26,10.26,105.33,False,False,0.97,0.97,0.94,False
2023-10-10,S005,P0003,275,137,Summer,149.34,145.13,-8.13,8.13,66.12,False,False,-12.34,12.34,152.28,False
2023-10-11,S005,P0003,413,321,Summer,314.65,309.29,11.71,11.71,137.07,False,False,6.35,6.35,40.32,False
2023-10-12,S005,P0003,313,99,Autumn,115.91,108.94,-9.94,9.94,98.81,False,False,-16.91,16.91,285.95,False
2023-10-13,S005,P0003,386,351,Summer,346.07,340.32,10.68,10.68,114.08,False,False,4.93,4.93,24.3,False
2023-10-14,S005,P0003,342,151,Autumn,158.15,151.7,-0.7,0.7,0.5,False,False,-7.15,7.15,51.12,False
2023-10-15,S005,P0003,152,46,Winter,51.84,47.23,-1.23,1.23,1.52,False,False,-5.84,5.84,34.11,False
2023-10-16,S005,P0003,340,215,Spring,225.18,216.9,-1.9,1.9,3.61,False,False,-10.18,10.18,103.63,False
2023-10-17,S005,P0003,133,42,Autumn,54.54,50.99,-8.99,8.99,80.79,False,False,-12.54,12.54,157.25,False
2023-10-18,S005,P0003,480,194,Autumn,186.89,183.41,10.59,10.59,112.22,False,False,7.11,7.11,50.55,False
2023-10-19,S005,P0003,80,71,Summer,69.95,61.83,9.17,9.17,84.09,False,False,1.05,1.05,1.1,False
2023-10-20,S005,P0003,148,108,Spring,99.64,94.17,13.83,13.83,191.25,False,False,8.36,8.36,69.89,False
2023-10-21,S005,P0003,177,20,Summer,20.94,15.9,4.1,4.1,16.78,False,False,-0.94,0.94,0.88,False
2023-10-22,S005,P0003,416,29,Spring,35.65,31.24,-2.24,2.24,5.02,False,False,-6.65,6.65,44.22,False
2023-10-23,S005,P0003,338,179,Winter,178.33,170.75,8.25,8.25,68.12,False,False,0.67,0.67,0.45,False
2023-10-24,S005,P0003,293,50,Summer,68.92,64.15,-14.15,14.15,200.22,False,False,-18.92,18.92,357.97,False
2023-10-25,S005,P0003,301,223,Winter,237.63,232.0,-9.0,9.0,80.99,False,False,-14.63,14.63,214.04,False
2023-10-26,S005,P0003,314,240,Summer,258.55,254.25,-14.25,14.25,203.02,False,False,-18.55,18.55,344.1,False
2023-10-27,S005,P0003,310,21,Summer,39.34,35.36,-14.36,14.36,206.25,False,False,-18.34,18.34,336.36,False
2023-10-28,S005,P0003,347,7,Spring,-1.67,4.69,2.31,2.31,5.34,False,False,8.67,8.67,75.17,False
2023-10-29,S005,P0003,240,185,Autumn,181.64,177.16,7.84,7.84,61.44,False,False,3.36,3.36,11.29,False
2023-10-30,S005,P0003,402,72,Spring,64.44,61.14,10.86,10.86,117.86,False,False,7.56,7.56,57.15,False
